,ags,name
13723,130595927025,Groß Kiesow
13724,130595927027,Groß Polzin
13725,130595927028,"Gützkow, Stadt"
13726,130595927037,Karlsburg
13727,130595927041,Klein Bünzow
13728,130595927042,Kölzin
13729,130595927057,Lühmannsdorf
13730,130595927065,Murchin
13731,130595927086,Rubkow
13732,130595927089,Schmatzin
13733,130595927102,Wrangelsburg
13734,130595927106,Ziethen
13735,130595927110,Züssow
13737,130595928005,Bargischow
13738,130595928008,Blesewitz
13739,130595928009,Boldekow
13740,130595928013,Bugewitz
13741,130595928015,Butzow
13742,130595928021,Ducherow
13743,130595928033,Iven
13744,130595928045,Krien
13745,130595928048,Krusenfelde
13746,130595928051,Liepen
13747,130595928060,Medow
13748,130595928066,Neetzow
13749,130595928070,Neu Kosenow
13750,130595928071,Neuendorf A
13751,130595928072,Neuendorf B
13752,130595928073,Neuenkirchen
13753,130595928077,Postlow
13754,130595928080,Putzar
13755,130595928084,Rossin
13756,130595928087,Sarnow
13757,130595928091,Spantekow
13758,130595928093,Stolpe
13761,130600056056,"Parchim, Stadt"
13763,130605011001,Banzkow
13764,130605011060,Plate
13765,130605011077,Sukow
13767,130605013003,Barnin
13768,130605013008,Bülow
13769,130605013010,"Crivitz, Stadt"
13770,130605013013,Demen
13771,130605013017,Friedrichsruhe
13772,130605013025,Göhren
13773,130605013080,Tramm
13774,130605013090,Zapel
13776,130605017009,Cambs
13777,130605017022,Gneven
13778,130605017024,Godern
13779,130605017045,Langen Brütz
13780,130605017048,Leezen
13781,130605017059,Pinnow
13782,130605017063,Raben Steinfeld
13783,130605017096,Dobin am See
13785,130605022004,Blankenberg
13786,130605022005,Borkow
13787,130605022007,"Brüel, Stadt"
13788,130605022011,Dabel
13789,130605022035,Hohen Pritz
13790,130605022040,Kobrow
13791,130605022046,Langen Jarchow
13792,130605022054,Mustin
13793,130605022073,"Sternberg, Stadt"
13794,130605022082,Weitendorf
13795,130605022088,Witzin
13796,130605022089,Zahrensdorf
13797,130605022097,Kuhlen-Wendorf
13799,130605023021,Gischow
13800,130605023028,Granzin
13801,130605023033,Herzberg
13802,130605023036,Karbow-Vietlübbe
13803,130605023041,Kreien
13804,130605023042,Kritzow
13805,130605023049,"Lübz, Stadt"
13806,130605023050,Lutheran
13807,130605023051,Marnitz
13808,130605023057,Passow
13809,130605023071,Siggelkow
13810,130605023076,Suckow
13811,130605023079,Tessenow
13812,130605023081,Wahlstorf
13813,130605023086,Werder
13814,130605023093,Gallin-Kuppentin
13816,130605024012,Damm
13817,130605024016,Domsühl
13818,130605024029,Grebbin
13819,130605024030,Groß Godems
13820,130605024032,Groß Niendorf
13821,130605024038,Karrenzin
13822,130605024067,Rom
13823,130605024070,Severin
13824,130605024072,Spornitz
13825,130605024074,Stolpe
13826,130605024091,Ziegendorf
13827,130605024092,Zölkow
13828,130605024098,Lewitzrand
13830,130605025020,Ganzlin
13831,130605025061,"Plau am See, Stadt"
13832,130605025083,Wendisch Priborn
13833,130605025094,Barkhagen
13834,130605025095,Buchberg
13836,130605026014,Diestelow
13837,130605026015,Dobbertin
13838,130605026026,"Goldberg, Stadt"
13839,130605026053,Mestlin
13840,130605026055,Neu Poserin
13841,130605026084,Wendisch Waren
13842,130605026099,Techentin
13845,130610005005,Binz
13847,130610028028,"Putbus, Stadt"
13849,130610035035,"Sassnitz, Stadt"
13851,130615115003,Baabe
13852,130615115010,Gager
13853,130615115014,Göhren
13854,130615115020,Lancken-Granitz
13855,130615115023,Middelhagen
13856,130615115038,Sellin
13857,130615115040,Thiessow
13858,130615115044,Zirkow
13860,130615118002,Altenkirchen
13861,130615118006,Breege
13862,130615118008,Dranske
13863,130615118013,Glowe
13864,130615118022,Lohme
13865,130615118029,Putgarten
13866,130615118033,Sagard
13867,130615118043,Wiek
13869,130615119001,Altefähr
13870,130615119009,Dreschvitz
13871,130615119012,Gingst
13872,130615119017,Insel Hiddensee
13873,130615119019,Kluis
13874,130615119024,Neuenkirchen
13875,130615119031,Rambin
13876,130615119034,Samtens
13877,130615119036,Schaprode
13878,130615119041,Trent
13879,130615119042,Ummanz
13881,130615120004,"Bergen auf Rügen, Stadt"
13882,130615120007,Buschvitz
13883,130615120011,"Garz/Rügen, Stadt"
13884,130615120016,Gustow
13885,130615120021,Lietzow
13886,130615120025,Parchtitz
13887,130615120026,Patzig
13888,130615120027,Poseritz
13889,130615120030,Ralswiek
13890,130615120032,Rappin
13891,130615120037,Sehlen
13894,130620043043,"Pasewalk, Stadt"
13896,130620056056,"Strasburg (Uckermark), Stadt"
13898,130620059059,"Ueckermünde, Stadt"
13900,130625212005,Bergholz
13901,130625212007,Blankensee
13902,130625212009,Boock
13903,130625212016,Glasow
13904,130625212018,Grambow
13905,130625212028,Krackow
13906,130625212033,Löcknitz
13907,130625212039,Nadrensee
13908,130625212044,"Penkun, Stadt"
13909,130625212045,Plöwen
13910,130625212047,Ramin
13911,130625212050,Rossow
13912,130625212052,Rothenklempenow
13914,130625214008,Blumenhagen
13915,130625214010,Brietzig
13916,130625214011,Damerow
13917,130625214013,Fahrenwalde
13918,130625214019,Groß Luckow
13919,130625214025,Jatznick
13920,130625214026,Klein Luckow
13921,130625214027,Koblentz
13922,130625214029,Krugsdorf
13923,130625214040,Nieden
13924,130625214042,Papendorf
13925,130625214046,Polzow
13926,130625214049,Rollwitz
13927,130625214053,Schönwalde
13928,130625214060,Viereck
13929,130625214064,Zerrenthin
13930,130625214065,Züsedom
13932,130625216001,Ahlbeck
13933,130625216002,Altwarp
13934,130625216012,"Eggesin, Stadt"
13935,130625216017,Grambin
13936,130625216024,Hintersee
13937,130625216031,Leopoldshagen
13938,130625216032,Liepgarten
13939,130625216034,Luckow
13940,130625216036,Meiersberg
13941,130625216038,Mönkebude
13942,130625216057,Torgelow-Holländerei
13943,130625216061,Vogelsang-Warsin
13944,130625216066,Lübs
13946,130625217003,Altwigshagen
13947,130625217014,Ferdinandshof
13948,130625217021,Hammer a.d. Uecker
13949,130625217022,Heinrichsruh
13950,130625217023,Heinrichswalde
13951,130625217051,Rothemühl
13952,130625217058,"Torgelow, Stadt"
13953,130625217062,Wilhelmsburg
13958,145110000000,"Chemnitz, Stadt"
13961,145210010010,Amtsberg
13963,145210020020,"Annaberg-Buchholz, Stadt"
13965,145210030030,"Aue, Stadt"
13967,145210050050,Bad Schlema
13969,145210070070,Bernsbach
13971,145210110110,Breitenbrunn/Erzgeb.
13973,145210130130,Crottendorf
13975,145210150150,Drebach
13977,145210160160,"Ehrenfriedersdorf, Stadt"
13979,145210170170,"Eibenstock, Stadt"
13981,145210200200,Gelenau/Erzgeb.
13983,145210240240,Großolbersdorf
13985,145210250250,Großrückerswalde
13987,145210260260,"Grünhain-Beierfeld, Stadt"
13989,145210290290,Hohndorf
13991,145210310310,Jahnsdorf/Erzgeb.
13993,145210320320,"Johanngeorgenstadt, Stadt"
13995,145210330330,"Jöhstadt, Stadt"
13997,145210350350,"Lauter/Sa., Stadt"
13999,145210360360,"Lengefeld, Stadt"
14001,145210370370,"Lößnitz, Stadt"
14003,145210400400,Mildenau
14005,145210410410,Neukirchen/Erzgeb.
14007,145210440440,"Oberwiesenthal, Kurort, Stadt"
14009,145210450450,"Oelsnitz/Erzgeb., Stadt"
14011,145210460460,"Olbernhau, Stadt"
14013,145210470470,Pfaffroda
14015,145210490490,Pockau
14017,145210500500,Raschau-Markersbach
14019,145210530530,"Schneeberg, Stadt"
14021,145210540540,Schönheide
14023,145210550550,"Schwarzenberg/Erzgeb., Stadt"
14025,145210560560,Sehmatal
14027,145210600600,Stützengrün
14029,145210620620,"Thalheim/Erzgeb., Stadt"
14031,145210630630,Thermalbad Wiesenbad
14033,145210640640,"Thum, Stadt"
14035,145210670670,"Wolkenstein, Stadt"
14037,145210680680,"Zöblitz, Stadt"
14039,145215101060,Bärenstein
14040,145215101340,Königswalde
14042,145215103040,Auerbach
14043,145215103120,Burkhardtsdorf
14044,145215103230,Gornsdorf
14046,145215110210,"Geyer, Stadt"
14047,145215110610,Tannenberg
14049,145215115190,Erlbach-Kirchberg
14050,145215115380,"Lugau/Erzgeb., Stadt"
14051,145215115430,Niederwürschnitz
14053,145215116390,"Marienberg, Stadt"
14054,145215116480,Pobershau
14056,145215130510,"Scheibenberg, Stadt"
14057,145215130520,"Schlettau, Stadt"
14059,145215132140,Deutschneudorf
14060,145215132280,Heidersdorf
14061,145215132570,"Seiffen/Erzgeb., Kurort"
14063,145215133420,Niederdorf
14064,145215133590,"Stollberg/Erzgeb., Stadt"
14066,145215138220,Gornau/Erzgeb.
14067,145215138690,"Zschopau, Stadt"
14069,145215139080,Bockau
14070,145215139700,Zschorlau
14072,145215140180,"Elterlein, Stadt"
14073,145215140300,Hormersdorf
14074,145215140710,"Zwönitz, Stadt"
14076,145215405090,Börnichen/Erzgeb.
14077,145215405100,Borstendorf
14078,145215405270,Grünhainichen
14081,145220020020,"Augustusburg, Stadt"
14083,145220030030,Bobritzsch
14085,145220040040,Bockelwitz
14087,145220050050,"Brand-Erbisdorf, Stadt"
14089,145220070070,Claußnitz
14091,145220110110,Eppendorf
14093,145220120120,Erlau
14095,145220150150,"Frankenberg/Sa., Stadt"
14097,145220170170,"Frauenstein, Stadt"
14099,145220190190,"Geringswalde, Stadt"
14101,145220200200,Großhartmannsdorf
14103,145220210210,"Großschirma, Stadt"
14105,145220220220,Großweitzschen
14107,145220230230,"Hainichen, Stadt"
14109,145220240240,Halsbrücke
14111,145220250250,"Hartha, Stadt"
14113,145220260260,Hartmannsdorf
14115,145220290290,Königshain-Wiederau
14117,145220300300,Kriebstein
14119,145220310310,"Leisnig, Stadt"
14121,145220320320,Leubsdorf
14123,145220330330,Lichtenau
14125,145220350350,"Lunzenau, Stadt"
14127,145220370370,Mochau
14129,145220390390,Mulda/Sa.
14131,145220400400,Neuhausen/Erzgeb.
14133,145220420420,Niederwiesa
14135,145220430430,Oberschöna
14137,145220460460,"Penig, Stadt"
14139,145220470470,Rechenberg-Bienenmühle
14141,145220480480,Reinsberg
14143,145220500500,Rossau
14145,145220540540,Striegistal
14147,145220580580,Wechselburg
14149,145225102060,"Burgstädt, Stadt"
14150,145225102380,Mühlau
14151,145225102550,Taura
14153,145225105080,"Döbeln, Stadt"
14154,145225105100,Ebersbach
14156,145225108130,Falkenau
14157,145225108140,"Flöha, Stadt"
14159,145225109180,"Freiberg, Stadt"
14160,145225109270,Hilbersdorf
14162,145225113340,Lichtenberg/Erzgeb.
14163,145225113590,Weißenborn/Erzgeb.
14165,145225119010,Altmittweida
14166,145225119360,"Mittweida, Stadt"
14168,145225121160,Frankenstein
14169,145225121440,"Oederan, Stadt"
14171,145225123450,Ostrau
14172,145225123620,Zschaitz-Ottewig
14174,145225126280,Königsfeld
14175,145225126490,"Rochlitz, Stadt"
14176,145225126530,Seelitz
14177,145225126600,Zettlitz
14179,145225127410,Niederstriegis
14180,145225127510,"Roßwein, Stadt"
14182,145225129090,Dorfchemnitz
14183,145225129520,"Sayda, Stadt"
14185,145225136570,"Waldheim, Stadt"
14186,145225136610,Ziegra-Knobelsdorf
14189,145230010010,"Adorf/Vogtl., Stadt"
14191,145230020020,"Auerbach/Vogtl., Stadt"
14193,145230030030,Bad Brambach
14195,145230040040,"Bad Elster, Stadt"
14197,145230090090,Ellefeld
14199,145230100100,"Elsterberg, Stadt"
14201,145230170170,"Lengenfeld, Stadt"
14203,145230245245,Muldenhammer
14205,145230250250,"Mylau, Stadt"
14207,145230280280,Neumark
14209,145230320320,"Plauen, Stadt"
14211,145230330330,Pöhl
14213,145230360360,"Rodewisch, Stadt"
14215,145230365365,Rosenbach/Vogtl.
14217,145230380380,Steinberg
14219,145235107120,"Falkenstein/Vogtl., Stadt"
14220,145235107130,"Grünbach, Höhenluftkurort"
14221,145235107290,Neustadt/Vogtl.
14223,145235112160,"Klingenthal, Stadt"
14224,145235112470,Zwota
14226,145235117110,Erlbach
14227,145235117200,"Markneukirchen, Stadt"
14229,145235120190,Limbach
14230,145235120260,"Netzschkau, Stadt"
14232,145235122060,Bösenbrunn
14233,145235122080,Eichigt
14234,145235122300,"Oelsnitz/Vogtl., Stadt"
14235,145235122440,Triebel/Vogtl.
14237,145235124240,"Mühltroff, Stadt"
14238,145235124310,"Pausa/Vogtl., Stadt"
14240,145235125150,Heinsdorfergrund
14241,145235125340,"Reichenbach im Vogtland, Stadt"
14243,145235131230,Mühlental
14244,145235131370,"Schöneck/Vogtl., Stadt"
14246,145235134270,Neuensalz
14247,145235134430,"Treuen, Stadt"
14249,145235137350,Reuth
14250,145235137450,Weischlitz
14252,145235402050,Bergen
14253,145235402410,Theuma
14254,145235402420,Tirpersdorf
14255,145235402460,Werda
14258,145240020020,Callenberg
14260,145240060060,Fraureuth
14262,145240070070,Gersdorf
14264,145240080080,"Glauchau, Stadt"
14266,145240090090,"Hartenstein, Stadt"
14268,145240120120,"Hohenstein-Ernstthal, Stadt"
14270,145240140140,Langenbernsdorf
14272,145240150150,Langenweißbach
14274,145240170170,Lichtentanne
14276,145240200200,Mülsen
14278,145240210210,Neukirchen/Pleiße
14280,145240230230,"Oberlungwitz, Stadt"
14282,145240250250,Reinsdorf
14284,145240300300,"Werdau, Stadt"
14286,145240310310,"Wildenfels, Stadt"
14288,145240320320,"Wilkau-Haßlau, Stadt"
14290,145240330330,"Zwickau, Stadt"
14292,145245104030,"Crimmitschau, Stadt"
14293,145245104050,Dennheritz
14295,145245111040,Crinitzberg
14296,145245111100,Hartmannsdorf b. Kirchberg
14297,145245111110,Hirschfeld
14298,145245111130,"Kirchberg, Stadt"
14300,145245114180,"Limbach-Oberfrohna, Stadt"
14301,145245114220,Niederfrohna
14303,145245118190,"Meerane, Stadt"
14304,145245118270,Schönberg
14306,145245128010,Bernsdorf
14307,145245128160,"Lichtenstein/Sa., Stadt"
14308,145245128280,St. Egidien
14310,145245135240,Oberwiera
14311,145245135260,Remse
14312,145245135290,"Waldenburg, Stadt"
14316,146120000000,"Dresden, Stadt"
14319,146250010010,Arnsdorf
14321,146250020020,"Bautzen, Stadt"
14323,146250060060,Burkau
14325,146250090090,Cunewalde
14327,146250100100,Demitz-Thumitz
14329,146250110110,Doberschau-Gaußig
14331,146250120120,Elsterheide
14333,146250130130,"Elstra, Stadt"
14335,146250150150,Göda
14337,146250160160,Großdubrau
14339,146250220220,Haselbachtal
14341,146250230230,Hochkirch
14343,146250240240,"Hoyerswerda, Stadt"
14345,146250280280,Königswartha
14347,146250290290,Kubschütz
14349,146250310310,"Lauta, Stadt"
14351,146250330330,Lohsa
14353,146250380380,Neukirch/Lausitz
14355,146250420420,Oßling
14357,146250430430,Ottendorf-Okrilla
14359,146250480480,"Radeberg, Stadt"
14361,146250490490,Radibor
14363,146250525525,"Schirgiswalde-Kirschau, Stadt"
14365,146250530530,Schmölln-Putzkau
14367,146250550550,Schwepnitz
14369,146250560560,Sohland a. d. Spree
14371,146250570570,Spreetal
14373,146250590590,Steinigtwolmsdorf
14375,146250600600,Wachau
14377,146250610610,"Weißenberg, Stadt"
14379,146250630630,"Wilthen, Stadt"
14381,146250640640,"Wittichenau, Stadt"
14383,146255205030,"Bernsdorf, Stadt"
14384,146255205620,Wiednitz
14386,146255207040,"Bischofswerda, Stadt"
14387,146255207510,Rammenau
14389,146255211140,Frankenthal
14390,146255211170,Großharthau
14392,146255212190,Großpostwitz/O.L.
14393,146255212390,Obergurig
14395,146255213050,Bretnig-Hauswalde
14396,146255213200,"Großröhrsdorf, Stadt"
14398,146255216250,"Kamenz, Stadt"
14399,146255216540,Schönteichen
14401,146255218270,"Königsbrück, Stadt"
14402,146255218300,Laußnitz
14403,146255218370,Neukirch
14405,146255222210,Guttau
14406,146255222340,Malschwitz
14408,146255223360,Neschwitz
14409,146255223460,Puschwitz
14411,146255231180,Großnaundorf
14412,146255231320,Lichtenberg
14413,146255231410,Ohorn
14414,146255231450,"Pulsnitz, Stadt"
14415,146255231580,Steina
14417,146255501080,Crostwitz
14418,146255501350,Nebelschütz
14419,146255501440,Panschwitz-Kuckau
14420,146255501470,Räckelwitz
14421,146255501500,Ralbitz-Rosenthal
14424,146260060060,Boxberg/O.L.
14426,146260085085,"Ebersbach-Neugersdorf, Stadt"
14428,146260090090,Eibau
14430,146260110110,"Görlitz, Stadt"
14432,146260250250,Krauschwitz
14434,146260280280,Leutersdorf
14436,146260300300,Markersdorf
14438,146260310310,Mittelherwigsdorf
14440,146260370370,"Niesky, Stadt"
14442,146260390390,Oderwitz
14444,146260420420,"Ostritz, Stadt"
14446,146260530530,"Seifhennersdorf, Stadt"
14448,146260610610,"Zittau, Stadt"
14450,146265203010,"Bad Muskau, Stadt"
14451,146265203100,Gablenz
14453,146265206030,"Bernstadt a. d. Eigen, Stadt"
14454,146265206500,Schönau-Berzdorf a. d. Eigen
14456,146265214140,Großschönau
14457,146265214170,Hainewalde
14459,146265215040,Berthelsdorf
14460,146265215180,"Herrnhut, Stadt"
14462,146265220150,Großschweidnitz
14463,146265220270,Lawalde
14464,146265220290,"Löbau, Stadt"
14465,146265220470,Rosenbach
14467,146265224070,Dürrhennersdorf
14468,146265224350,"Neusalza-Spremberg, Stadt"
14469,146265224510,Schönbach
14471,146265226360,Niedercunnersdorf
14472,146265226380,Obercunnersdorf
14474,146265227050,Bertsdorf-Hörnitz
14475,146265227210,"Jonsdorf, Kurort"
14476,146265227400,Olbersdorf
14477,146265227430,Oybin
14479,146265228020,Beiersdorf
14480,146265228410,Oppach
14482,146265232240,Königshain
14483,146265232450,"Reichenbach/O.L., Stadt"
14484,146265232540,Sohland a. Rotstein
14485,146265232570,Vierkirchen
14487,146265233260,Kreba-Neudorf
14488,146265233460,Rietschen
14490,146265235160,Hähnichen
14491,146265235480,"Rothenburg/O.L., Stadt"
14493,146265237120,Groß Düben
14494,146265237490,Schleife
14495,146265237560,Trebendorf
14497,146265242590,Weißkeißel
14498,146265242600,"Weißwasser/O.L., Stadt"
14500,146265502190,Hohendubrau
14501,146265502320,Mücka
14502,146265502440,Quitzdorf am See
14503,146265502580,Waldhufen
14505,146265503200,Horka
14506,146265503230,Kodersdorf
14507,146265503330,Neißeaue
14508,146265503520,Schöpstal
14511,146270010010,"Coswig, Stadt"
14513,146270020020,Diera-Zehren
14515,146270030030,Ebersbach
14517,146270060060,"Großenhain, Stadt"
14519,146270070070,Hirschstein
14521,146270080080,Käbschütztal
14523,146270100100,Klipphausen
14525,146270130130,"Lommatzsch, Stadt"
14527,146270140140,"Meißen, Stadt"
14529,146270150150,Moritzburg
14531,146270170170,Niederau
14533,146270180180,"Nossen, Stadt"
14535,146270200200,Priestewitz
14537,146270210210,"Radebeul, Stadt"
14539,146270220220,"Radeburg, Stadt"
14541,146270230230,"Riesa, Stadt"
14543,146270260260,Stauchitz
14545,146270270270,"Strehla, Stadt"
14547,146270300300,Triebischtal
14549,146270310310,Weinböhla
14551,146270360360,Zeithain
14553,146275210050,"Gröditz, Stadt"
14554,146275210160,Nauwalde
14556,146275217090,Ketzerbachtal
14557,146275217120,Leuben-Schleinitz
14559,146275225040,Glaubitz
14560,146275225190,Nünchritz
14562,146275234240,Röderaue
14563,146275234340,Wülknitz
14565,146275238110,Lampertswalde
14566,146275238250,Schönfeld
14567,146275238320,Weißig a. Raschütz
14569,146275241280,Tauscha
14570,146275241290,Thiendorf
14573,146280050050,Bannewitz
14575,146280060060,"Dippoldiswalde, Stadt"
14577,146280100100,Dürrröhrsdorf-Dittersbach
14579,146280110110,"Freital, Stadt"
14581,146280130130,"Glashütte, Stadt"
14583,146280160160,"Heidenau, Stadt"
14585,146280180180,Höckendorf
14587,146280190190,"Hohnstein, Stadt"
14589,146280220220,Kreischa
14591,146280260260,"Neustadt i. Sa., Stadt"
14593,146280300300,"Rabenau, Stadt"
14595,146280350350,Schmiedeberg
14597,146280380380,"Stolpen, Stadt"
14599,146280410410,"Wilsdruff, Stadt"
14601,146285201010,"Altenberg, Stadt"
14602,146285201170,Hermsdorf/Erzgeb.
14604,146285202020,"Bad Gottleuba-Berggießhübel, Stadt"
14605,146285202040,Bahretal
14606,146285202230,"Liebstadt, Stadt"
14608,146285204030,"Bad Schandau, Stadt"
14609,146285204280,Porschdorf
14610,146285204320,Rathmannsdorf
14611,146285204330,Reinhardtsdorf-Schöna
14613,146285209080,"Dohna, Stadt"
14614,146285209250,Müglitztal
14616,146285219140,Gohrisch
14617,146285219210,"Königstein/Sächs. Schw., Stadt"
14618,146285219310,"Rathen, Kurort"
14619,146285219340,Rosenthal-Bielatal
14620,146285219390,Struppen
14622,146285221240,Lohmen
14623,146285221370,"Stadt Wehlen, Stadt"
14625,146285229070,Dohma
14626,146285229270,"Pirna, Stadt"
14628,146285230150,Hartmannsdorf-Reichenau
14629,146285230290,Pretzschendorf
14631,146285239200,Kirnitzschtal
14632,146285239360,"Sebnitz, Stadt"
14634,146285240090,Dorfhain
14635,146285240400,"Tharandt, Stadt"
14639,147130000000,"Leipzig, Stadt"
14642,147290030030,Bennewitz
14644,147290040040,"Böhlen, Stadt"
14646,147290050050,"Borna, Stadt"
14648,147290060060,Borsdorf
14650,147290070070,"Brandis, Stadt"
14652,147290080080,"Colditz, Stadt"
14654,147290130130,Falkenhain
14656,147290140140,"Frohburg, Stadt"
14658,147290160160,"Grimma, Stadt"
14660,147290170170,"Groitzsch, Stadt"
14662,147290190190,Großpösna
14664,147290200200,Hohburg
14666,147290220220,"Kitzscher, Stadt"
14668,147290230230,"Kohren-Sahlis, Stadt"
14670,147290250250,Machern
14672,147290260260,"Markkleeberg, Stadt"
14674,147290270270,"Markranstädt, Stadt"
14676,147290280280,"Mutzschen, Stadt"
14678,147290320320,Neukieritzsch
14680,147290380380,Thallwitz
14682,147290400400,"Trebsen/Mulde, Stadt"
14684,147290410410,"Wurzen, Stadt"
14686,147290430430,"Zwenkau, Stadt"
14688,147295301010,"Bad Lausick, Stadt"
14689,147295301330,Otterwisch
14691,147295305150,"Geithain, Stadt"
14692,147295305290,Narsdorf
14694,147295307020,Belgershain
14695,147295307300,"Naunhof, Stadt"
14696,147295307340,Parthenstein
14698,147295308100,Elstertrebnitz
14699,147295308210,Kitzen
14700,147295308350,"Pegau, Stadt"
14702,147295309090,Deutzen
14703,147295309360,"Regis-Breitingen, Stadt"
14705,147295310110,Espenhain
14706,147295310370,"Rötha, Stadt"
14709,147300020020,"Bad Düben, Stadt"
14711,147300040040,"Belgern, Stadt"
14713,147300050050,Cavertitz
14715,147300060060,"Dahlen, Stadt"
14717,147300070070,"Delitzsch, Stadt"
14719,147300080080,Doberschütz
14721,147300110110,"Eilenburg, Stadt"
14723,147300160160,Laußig
14725,147300170170,Liebschützberg
14727,147300180180,Löbnitz
14729,147300190190,Mockrehna
14731,147300200200,"Mügeln, Stadt"
14733,147300210210,Naundorf
14735,147300230230,"Oschatz, Stadt"
14737,147300250250,Rackwitz
14739,147300260260,"Schildau, Gneisenaustadt, Stadt"
14741,147300270270,"Schkeuditz, Stadt"
14743,147300300300,"Taucha, Stadt"
14745,147300330330,Wermsdorf
14747,147305302010,Arzberg
14748,147305302030,Beilrode
14750,147305303090,"Dommitzsch, Stadt"
14751,147305303120,Elsnig
14752,147305303320,Trossin
14754,147305306150,Krostitz
14755,147305306280,Schönwölkau
14757,147305311100,Dreiheide
14758,147305311310,"Torgau, Stadt"
14759,147305311350,Zinna
14761,147305601140,Jesewitz
14762,147305601360,Zschepplin
14764,147305602220,Neukyhna
14765,147305602340,Wiedemar
14766,147305602370,Zwochau
14771,150010000000,"Dessau-Roßlau, Stadt"
14774,150020000000,"Halle (Saale), Stadt"
14777,150030000000,"Magdeburg, Landeshauptstadt"
14780,150810030030,"Arendsee (Altmark), Stadt"
14782,150810135135,"Gardelegen, Hansestadt"
14784,150810240240,"Kalbe (Milde), Stadt"
14786,150810280280,"Klötze, Stadt"
14788,150810455455,"Salzwedel, Hansestadt"
14790,150815051026,"Apenburg-Winterfeld, Flecken"
14791,150815051045,Beetzendorf
14792,150815051095,Dähre
14793,150815051105,"Diesdorf, Flecken"
14794,150815051225,Jübar
14795,150815051290,Kuhfelde
14796,150815051440,Rohrberg
14797,150815051545,Wallstawe
14800,150820005005,"Aken (Elbe), Stadt"
14802,150820015015,"Bitterfeld-Wolfen, Stadt"
14804,150820180180,"Köthen (Anhalt), Stadt"
14806,150820241241,Muldestausee
14808,150820256256,Osternienburger Land
14810,150820301301,"Raguhn-Jeßnitz, Stadt"
14812,150820340340,"Sandersdorf-Brehna, Stadt"
14814,150820377377,"Südliches Anhalt, Stadt"
14816,150820430430,"Zerbst/Anhalt, Stadt"
14818,150820440440,"Zörbig, Stadt"
14821,150830040040,Barleben
14823,150830270270,"Haldensleben, Stadt"
14825,150830298298,Hohe Börde
14827,150830390390,Niedere Börde
14829,150830411411,"Oebisfelde-Weferlingen, Stadt"
14831,150830415415,"Oschersleben (Bode), Stadt"
14833,150830490490,Sülzetal
14835,150830531531,"Wanzleben-Börde, Stadt"
14837,150830565565,"Wolmirstedt, Stadt"
14839,150835051030,Angern
14840,150835051120,Burgstall
14841,150835051130,Colbitz
14842,150835051361,Loitsche-Heinrichsberg
14843,150835051440,Rogätz
14844,150835051557,Westheide
14845,150835051580,Zielitz
14847,150835052020,Altenhausen
14848,150835052060,Beendorf
14849,150835052115,Bülstringen
14850,150835052125,Calvörde
14851,150835052205,Erxleben
14852,150835052230,Flechtingen
14853,150835052323,Ingersleben
14854,150835052495,Süplingen
14856,150835053190,Eilsleben
14857,150835053275,Harbke
14858,150835053320,Hötensleben
14859,150835053485,Sommersdorf
14860,150835053505,Ummendorf
14861,150835053515,Völpke
14862,150835053535,Wefensleben
14864,150835054025,Am Großen Bruch
14865,150835054035,Ausleben
14866,150835054245,"Gröningen, Stadt"
14867,150835054355,"Kroppenstedt, Stadt"
14870,150840130130,Elsteraue
14872,150840235235,"Hohenmölsen, Stadt"
14874,150840315315,"Lützen, Stadt"
14876,150840355355,"Naumburg (Saale), Stadt"
14878,150840490490,"Teuchern, Stadt"
14880,150840550550,"Weißenfels, Stadt"
14882,150840590590,"Zeitz, Stadt"
14884,150845051012,An der Poststraße
14885,150845051015,"Bad Bibra, Stadt"
14886,150845051125,"Eckartsberga, Stadt"
14887,150845051132,Finne
14888,150845051133,Finneland
14889,150845051246,Kaiserpfalz
14890,150845051282,Lanitz-Hassel-Tal
14892,150845052115,Droyßig
14893,150845052207,Gutenborn
14894,150845052275,Kretzschau
14895,150845052442,Schnaudertal
14896,150845052565,Wetterzeube
14898,150845053025,Balgstädt
14899,150845053135,"Freyburg (Unstrut), Stadt"
14900,150845053150,Gleina
14901,150845053170,Goseck
14902,150845053250,Karsdorf
14903,150845053285,"Laucha an der Unstrut, Stadt"
14904,150845053360,"Nebra (Unstrut), Stadt"
14906,150845054013,Anhalt Süd
14907,150845054335,Mertendorf
14908,150845054341,Molauer Land
14909,150845054375,"Osterfeld, Stadt"
14910,150845054445,Schönburg
14911,150845054470,"Stößen, Stadt"
14912,150845054560,Wethau
14915,150850040040,"Ballenstedt, Stadt"
14917,150850055055,"Blankenburg (Harz), Stadt"
14919,150850110110,"Falkenstein/Harz, Stadt"
14921,150850135135,"Halberstadt, Stadt"
14923,150850145145,"Harzgerode, Stadt"
14925,150850185185,Huy
14927,150850190190,"Ilsenburg (Harz), Stadt"
14929,150850227227,Nordharz
14931,150850228228,"Oberharz am Brocken, Stadt"
14933,150850230230,"Osterwieck, Stadt"
14935,150850235235,"Quedlinburg, Stadt"
14937,150850330330,"Thale, Stadt"
14939,150850370370,"Wernigerode, Stadt"
14941,150855051090,Ditfurt
14942,150855051125,Groß Quenstedt
14943,150855051140,Harsleben
14944,150855051160,Hedersleben
14945,150855051285,"Schwanebeck, Stadt"
14946,150855051287,Selke-Aue
