"","area","heat"
"6170","082355002067","316.825621452697"
"6171","082355003018","311.727712639394"
"6172","082355003033","316.416500607219"
"6173","082355004008","317.276644800289"
"6174","082355004073","317.583794548187"
"6175","082355005047","319.334245741667"
"6176","082355005050","315.711818041529"
"6177","082355005084","312.102511555918"
"6178","082355006055","312.927734221517"
"6179","082355006085","314.68173755739"
"6180","082355007020","319.176044463234"
"6181","082355007032","315.826297405389"
"6182","082355007046","315.080672990807"
"6183","082355007060","305.431515752028"
"6184","082355008025","314.065303142017"
"6185","082355008035","313.496481976531"
"6186","082355008079","319.326311038437"
"6187","082360004004","312.208216211113"
"6188","082360028028","307.881666639189"
"6189","082360030030","316.950695495455"
"6190","082360033033","314.890667755332"
"6191","082360046046","314.346758314635"
"6192","082360070070","309.004838012431"
"6193","082360071071","308.403727303942"
"6194","082360072072","310.539269626152"
"6195","082365001019","306.780314053968"
"6196","082365001025","312.097715611806"
"6197","082365001039","315.890749267081"
"6198","082365001065","317.148342386693"
"6199","082365001067","311.092007042848"
"6200","082365001068","351.5079055439"
"6201","082365002011","326.956449200965"
"6202","082365002074","312.682278214573"
"6203","082365002076","306.655348530573"
"6204","082365003038","316.786855025706"
"6205","082365003061","305.218462738319"
"6206","082365004040","315.077613485554"
"6207","082365004050","314.5141724773"
"6208","082365005013","312.911923656849"
"6209","082365005043","315.291597967814"
"6210","082365006031","324.06733634435"
"6211","082365006073","315.468564431138"
"6212","082365006075","318.477789962067"
"6213","082365007044","311.772611922651"
"6214","082365007062","309.933600356138"
"6215","082370002002","317.540823993921"
"6216","082370004004","311.607424851719"
"6217","082370045045","318.105809759317"
"6218","082375001019","314.854817209962"
"6219","082375001030","308.133532660066"
"6220","082375001061","314.587909376255"
"6221","082375001074","314.971734504403"
"6222","082375002028","315.979718521432"
"6223","082375002073","310.635858822392"
"6224","082375002075","304.206128384501"
"6225","082375003024","306.837527091295"
"6226","082375003027","316.287032275144"
"6227","082375003040","312.379258493256"
"6228","082375005032","305.698237473106"
"6229","082375005054","325.702278476523"
"6230","082375005072","378.292330011961"
"6231","083110000000","327.74672496774"
"6232","083150068068","315.341226323658"
"6233","083150076076","315.328149118415"
"6234","083150133133","309.766823088571"
"6235","083155001006","317.858697914029"
"6236","083155001048","324.947744224537"
"6237","083155002015","315.137059435941"
"6238","083155002059","310.360609618017"
"6239","083155002072","313.186058316237"
"6240","083155003020","328.214101609666"
"6241","083155003064","315.630784611755"
"6242","083155003084","316.879647140354"
"6243","083155003109","320.416039389287"
"6244","083155004014","310.11550938813"
"6245","083155004131","314.881061563272"
"6246","083155005047","311.147510008594"
"6247","083155005051","318.831305358315"
"6248","083155006008","316.154379516231"
"6249","083155006008","316.154379516231"
"6250","083155006008","316.154379516231"
"6251","083155006008","316.154379516231"
"6252","083155006008","316.154379516231"
"6253","083155006008","316.154379516231"
"6254","083155006008","316.154379516231"
"6255","083155006008","316.154379516231"
"6256","083155006033","325.80322364441"
"6257","083155006050","317.812978771949"
"6258","083155007003","315.319736825251"
"6259","083155007056","311.01650596866"
"6260","083155007073","311.101581220988"
"6261","083155007107","309.489924567821"
"6262","083155007125","298.945990439436"
"6263","083155008016","329.590576333677"
"6264","083155008052","313.548313891757"
"6265","083155009013","329.660791964474"
"6266","083155009030","308.670459750594"
"6267","083155009043","315.79156161543"
"6268","083155010039","309.985343775743"
"6269","083155010070","308.722805105451"
"6270","083155011115","317.356750079905"
"6271","083155011132","311.011319005507"
"6272","083155012004","314.602045874328"
"6273","083155012007","318.279028251527"
"6274","083155012022","317.306392364408"
"6275","083155012074","317.981242547427"
"6276","083155012111","313.229838508159"
"6277","083155013041","315.142134323379"
"6278","083155013094","322.112497604792"
"6279","083155013095","329.437576031743"
"6280","083155014028","315.988654897669"
"6281","083155014089","307.438398624808"
"6282","083155014098","308.567913022429"
"6283","083155015037","323.263903263358"
"6284","083155015102","332.296575886832"
"6285","083155016108","312.798427414752"
"6286","083155016130","315.754513768488"
"6287","083155017031","323.844615561674"
"6288","083155017113","313.757572243902"
"6289","083165001009","311.15361295614"
"6290","083165001036","302.119249233927"
"6291","083165001045","308.885693581974"
"6292","083165002003","317.223074508868"
"6293","083165002010","315.306514060678"
"6294","083165002055","305.41369454839"
"6295","083165003011","309.968936214301"
"6296","083165003024","312.39848977021"
"6297","083165003039","311.717052772688"
"6298","083165003043","311.675847771676"
"6299","083165003054","326.757793896323"
"6300","083165004017","320.919852292471"
"6301","083165004020","313.977986778605"
"6302","083165004049","312.79447431364"
"6303","083165004053","315.916239293063"
"6304","083165005002","313.637127406321"
"6305","083165005012","314.890060944772"
"6306","083165005013","316.154190293205"
"6307","083165005037","323.028325166029"
"6308","083165005038","315.044675532167"
"6309","083165005051","318.480257970707"
"6310","083165006014","310.193874377287"
"6311","083165006042","307.470340643608"
"6312","083165006056","313.597446257364"
"6313","083170005005","310.448024654705"
"6314","083170031031","316.096566043344"
"6315","083170051051","319.779191166225"
"6316","083170057057","316.033768822495"
"6317","083170141141","317.522776578875"
"6318","083170151151","318.186863735537"
"6319","083170153153","310.88765738204"
"6320","083175001001","311.625123653237"
"6321","083175001068","312.40178895405"
"6322","083175001116","310.99403303992"
"6323","083175001118","325.557744846929"
"6324","083175002026","311.97504784556"
"6325","083175002073","315.38797601442"
"6326","083175002113","302.003004477319"
"6327","083175002114","323.987106473142"
"6328","083175002152","308.695080345773"
"6329","083175003009","314.988088924661"
"6330","083175003034","311.334270059115"
"6331","083175003097","314.305487337414"
"6332","083175004029","307.493477214723"
"6333","083175004040","309.035347464378"
"6334","083175004046","328.299330043771"
"6335","083175004078","309.873157268934"
"6336","083175004129","315.242503702485"
"6337","083175005039","315.931924789479"
"6338","083175005041","318.888771990647"
"6339","083175006056","312.208235078914"
"6340","083175006102","317.879771818095"
"6341","083175006126","311.58711564038"
"6342","083175007059","318.360178993194"
"6343","083175007065","321.862446548255"
"6344","083175008008","322.649077373817"
"6345","083175008098","313.997811809647"
"6346","083175009067","310.980781735521"
"6347","083175009089","317.741330681072"
"6348","083175009110","313.605295967166"
"6349","083175010021","311.82980733377"
"6350","083175010047","309.010385615855"
"6351","083175010096","316.941370519029"
"6352","083175010100","316.970553421119"
"6353","083175010122","308.300917042103"
"6354","083175011121","334.417210194993"
"6355","083175011121","334.417210194993"
"6356","083175011121","334.417210194993"
"6357","083175011121","334.417210194993"
"6358","083175011121","334.417210194993"
"6359","083175011121","334.417210194993"
"6360","083175011121","334.417210194993"
"6361","083175011121","334.417210194993"
"6362","083175011127","310.686517895932"
"6363","083175012075","326.310839516807"
"6364","083175012150","315.705517384514"
"6365","083175013093","314.068257889041"
"6366","083175013145","307.127623766977"
"6367","083175014011","310.332939418943"
"6368","083175014085","310.861676913539"
"6369","083175014088","324.500625175184"
"6370","083175014146","314.120151801295"
"6371","083250012012","305.28926576525"
"6372","083255001014","306.965295103905"
"6373","083255001071","304.26969153632"
"6374","083255002015","315.320728995499"
"6375","083255002045","313.888589752827"
"6376","083255002070","308.417492310298"
"6377","083255003011","315.520554413654"
"6378","083255003049","312.565991955479"
"6379","083255003064","311.211904201143"
"6380","083255003069","312.607810806109"
"6381","083255003072","314.838351504201"
"6382","083255004050","314.972699080875"
"6383","083255004051","315.701715191701"
"6384","083255005001","308.641795398883"
"6385","083255005024","296.428091884946"
"6386","083255005036","292.373173824255"
"6387","083255005053","315.113535220828"
"6388","083255006057","308.775257654255"
"6389","083255006061","308.740851041351"
"6390","083255007009","306.864538134817"
"6391","083255007060","323.568117528614"
"6392","083260003003","315.085982422958"
"6393","083260005005","314.068564010641"
"6394","083260031031","311.955734701097"
"6395","083260052052","314.017692687197"
"6396","083260068068","316.974589831882"
"6397","083265001006","310.356626906958"
"6398","083265001012","312.791883763242"
"6399","083265001027","326.827045877003"
"6400","083265002017","329.293399779373"
"6401","083265002020","306.508341918255"
"6402","083265003054","306.571142238087"
"6403","083265003055","310.578184699842"
"6404","083265003060","318.214298244414"
"6405","083265004010","313.455544318242"
"6406","083265004037","309.864630101579"
"6407","083265004041","309.672515591536"
"6408","083265004061","320.308214812895"
"6409","083265004065","321.646304747347"
"6410","083265004074","317.174938449658"
"6411","083265004075","314.256182338507"
"6412","083275001004","312.808248501101"
"6413","083275001008","308.056403197617"
"6414","083275001016","303.010635964897"
"6415","083275001027","306.947130068228"
"6416","083275001030","302.54250474401"
"6417","083275001036","308.438765215794"
"6418","083275001041","299.227757383496"
"6419","083275002007","315.288011239654"
"6420","083275002009","307.972427411083"
"6421","083275002013","322.992693128665"
"6422","083275002019","315.541968036687"
"6423","083275002029","299.282194455424"
"6424","083275002040","357.932832237703"
"6425","083275002051","312.865276553508"
"6426","083275003018","308.177771407994"
"6427","083275003025","315.227281002695"
"6428","083275004002","317.315324426656"
"6429","083275004005","306.557099460641"
"6430","083275004006","299.909216916991"
"6431","083275004010","320.708897428516"
"6432","083275004011","312.442132892185"
"6433","083275004017","312.51910656336"
"6434","083275004023","306.345172705658"
"6435","083275004033","313.961725711529"
"6436","083275004046","313.787644168935"
"6437","083275005012","309.62803527773"
"6438","083275005020","316.088657054678"
"6439","083275005048","317.666534203094"
"6440","083275005049","331.919928291062"
"6441","083275006038","315.134226243981"
"6442","083275006050","317.223154068575"
"6443","083275006054","309.057601328491"
"6444","083275006055","317.320030771218"
"6445","083275006056","306.977545017936"
"6446","083275006057","308.696473002534"
"6447","083350035035","311.053953000192"
"6448","083350063063","314.559804639967"
"6449","083350080080","317.804054333305"
"6450","083355001001","316.45610376972"
"6451","083355001022","312.830466709159"
"6452","083355001097","308.198034760246"
"6453","083355002015","325.476784470477"
"6454","083355002026","310.744591994175"
"6455","083355002028","312.016332075484"
"6456","083355003025","309.711379600516"
"6457","083355003055","304.036817937805"
"6458","083355003061","303.31886438029"
"6459","083355004002","307.173869514933"
"6460","083355004043","322.28302000971"
"6461","083355004043","322.28302000971"
"6462","083355004043","322.28302000971"
"6463","083355004043","322.28302000971"
"6464","083355004043","322.28302000971"
"6465","083355004043","322.28302000971"
"6466","083355004043","322.28302000971"
"6467","083355004043","322.28302000971"
"6468","083355004066","316.441406379861"
"6469","083355005075","317.905965338596"
"6470","083355005077","309.365559844589"
"6471","083355005081","311.99832740358"
"6472","083355005100","311.741915533006"
"6473","083355006021","313.595001085304"
"6474","083355006057","318.320816509509"
"6475","083355006079","310.789576936124"
"6476","083355006096","317.313627641761"
"6477","083355006098","317.506527939066"
"6478","083355006099","314.569353181401"
"6479","083360014014","308.378887910647"
"6480","083360084084","307.910042015509"
"6481","083360087087","307.94432567115"
"6482","083360091091","314.187251855034"
"6483","083360105105","310.552242834938"
"6484","083360107107","316.127027692016"
"6485","083365001045","311.957513604561"
"6486","083365001104","319.371745601242"
"6487","083365003043","315.362828480889"
"6488","083365003050","317.519317805749"
"6489","083365004069","311.638507486048"
"6490","083365004082","326.37463274626"
"6491","083365005006","323.204254540786"
"6492","083365005078","313.624673765139"
"6493","083365006004","306.708178733261"
"6495","083365006025","297.004880189862"
"6496","083365006079","321.206097066892"
"6497","083365006080","296.156693157029"
"6499","083365006090","325.633669889434"
"6500","083365006094","345.108618405818"
"6501","083365006096","301.283953537592"
"6502","083365007034","308.804977397398"
"6503","083365007036","307.91895200993"
"6504","083365007057","313.033814440891"
"6505","083365007081","316.589149068722"
"6506","083365008008","306.130646496201"
"6507","083365008019","310.021284515321"
"6508","083365008024","298.675872905588"
"6509","083365008073","312.085121701032"
"6510","083365008075","317.035853664075"
"6511","083365008100","327.537290376334"
"6512","083365009103","320.902496726897"
"6513","083365009106","323.096368096776"
"6514","083370002002","309.549457053183"
"6515","083370038038","317.224017886166"
"6516","083370062062","313.527830254869"
"6517","083370066066","314.496897721644"
"6518","083370106106","319.332375403955"
"6519","083370116116","312.315644422673"
"6520","083375001022","318.638326142277"
"6521","083375001127","311.193081693817"
"6522","083375002030","312.314080343443"
"6523","083375002060","314.693152710278"
"6524","083375002070","318.683752190527"
"6525","083375003053","315.314933311053"
"6526","083375003125","315.065282910743"
"6527","083375004039","322.163976867573"
"6528","083375004128","318.217131914234"
"6529","083375005049","321.597269441348"
"6530","083375005076","314.519463902346"
"6531","083375005090","315.00212819555"
"6532","083375005096","316.175075751572"
"6533","083375006013","307.197549598481"
"6534","083375006027","348.64056472532"
"6535","083375006045","333.873724179982"
"6536","083375006051","317.227771013565"
"6537","083375006059","316.608754579142"
"6538","083375006097","318.767714595792"
"6539","083375006108","307.165944991278"
"6540","083375007032","311.867837411425"
"6541","083375007065","308.355265931364"
"6542","083375007118","304.393814575465"
"6543","083375007126","319.683770421089"
"6544","083375008123","319.457710943616"
"6545","083375008124","309.386959149182"
"6546","084150014014","312.924810166061"
"6547","084150019019","313.898453109569"
"6548","084150059059","313.154459034682"
"6549","084150061061","316.617864068718"
"6550","084150073073","304.647042610982"
"6551","084150080080","313.463694129992"
"6552","084150091091","312.439963828482"
"6553","084150092092","315.395118001722"
"6554","084150093093","309.161197499487"
"6555","084155001089","313.732743612792"
"6556","084155001090","304.363891524616"
"6557","084155002029","305.319811509189"
"6558","084155002050","316.972110281692"
"6559","084155002062","313.682012756264"
"6560","084155003027","308.831164942686"
"6561","084155003048","306.639689950767"
"6562","084155003053","312.412401611825"
"6563","084155004060","307.052231627752"
"6564","084155004087","309.122153168928"
"6565","084155005028","310.823675223338"
"6566","084155005039","308.418801419018"
"6567","084155005039","308.418801419018"
"6568","084155005039","308.418801419018"
"6569","084155005039","308.418801419018"
"6570","084155005039","308.418801419018"
"6571","084155005039","308.418801419018"
"6572","084155005039","308.418801419018"
"6573","084155005039","308.418801419018"
"6574","084155005078","314.930566849604"
"6575","084155005088","308.461460514862"
"6576","084155006034","317.839631251023"
"6577","084155006058","303.655863579194"
"6578","084155006085","300.827314438278"
"6579","084160009009","306.334013878943"
"6580","084160022022","312.386730610789"
"6581","084160023023","309.04362157715"
"6582","084160041041","345.953934619384"
"6583","084160048048","312.427182919889"
"6584","084165001011","315.346484515241"
"6585","084165001015","316.833762177999"
"6586","084165001026","299.843716364825"
"6587","084165002006","325.660335052168"
"6588","084165002025","312.970365262453"
"6589","084165002031","321.194212354248"
"6590","084165003018","315.78492024988"
"6591","084165003036","312.942098839945"
"6592","084165003049","316.52938184604"
"6593","084165003050","310.829718314541"
"6594","084170013013","311.731101651998"
"6595","084170025025","310.61286026077"
"6596","084170054054","317.875867962248"
"6597","084175001010","311.994609490567"
"6598","084175001079","315.03745419593"
"6599","084175002002","310.514733216777"
"6600","084175002022","305.919221492242"
"6601","084175003008","314.345516065735"
"6602","084175003023","311.319959090111"
"6603","084175004031","313.820616590669"
"6604","084175004036","318.773668885734"
"6605","084175004051","316.24488833683"
"6606","084175005044","304.053031118087"
"6607","084175005045","304.793411887141"
"6608","084175005047","317.171844313149"
"6609","084175006014","303.420444361147"
"6610","084175006015","306.490442068224"
"6611","084175006016","311.455406008726"
"6612","084175006029","318.161395427581"
"6613","084175006052","295.969363570659"
"6614","084175006057","321.759724170741"
"6615","084175006071","316.620015333813"
"6616","084175006078","301.338219166894"
"6617","084175007063","311.025968279985"
"6618","084175007075","310.236824985998"
"6619","084210000000","320.23600120416"
"6620","084250039039","312.868361051852"
"6621","084250108108","314.847453906917"
"6622","084250141141","310.46702144704"
"6623","084255001002","313.238338554857"
"6624","084255001004","315.426538791168"
"6625","084255002017","313.172666230942"
"6626","084255002020","314.885551542206"
"6627","084255003028","319.168039343592"
"6628","084255003066","310.689610145068"
"6629","084255003140","318.071648957261"
"6630","084255004014","300.413507163691"
"6631","084255004031","310.171296744328"
"6632","084255004135","303.216561886153"
"6633","084255005033","310.423883138082"
"6634","084255005050","317.793108781077"
"6635","084255005088","320.223591243258"
"6636","084255005093","310.13815233485"
"6637","084255006064","294.956844344874"
"6638","084255006110","298.973492110996"
"6639","084255006137","311.221750173572"
"6640","084255006138","297.937131741085"
"6641","084255007071","313.163124543297"
"6642","084255007079","316.856518277577"
"6643","084255007084","318.407787383716"
"6644","084255007134","296.171494359525"
"6645","084255007139","299.157546039374"
"6646","084255008005","312.489620246624"
"6647","084255008011","307.367350896749"
"6648","084255008013","314.173407995858"
"6649","084255008019","310.694608383017"
"6650","084255008022","284.863256120946"
"6651","084255008024","321.071353443422"
"6652","084255008062","300.027281152959"
"6653","084255008072","310.421941686878"
"6654","084255008083","332.507426489092"
"6655","084255008085","305.098611050714"
"6656","084255008092","345.597792245798"
"6657","084255008097","308.43854351499"
"6658","084255008112","313.812083533146"
"6659","084255008130","312.873034229411"
"6660","084255009008","311.587254046731"
"6661","084255009075","317.015388788367"
"6663","084255010036","318.18914767965"
"6664","084255010052","341.377098807584"
"6665","084255010055","317.208292752478"
"6666","084255010073","319.024891921504"
"6667","084255010081","321.605019419395"
"6668","084255010090","295.611771285851"
"6669","084255010091","301.908534371156"
"6671","084255010104","314.231746960699"
"6672","084255010123","315.105463661408"
"6673","084255010123","315.105463661408"
"6674","084255010123","315.105463661408"
"6675","084255010123","315.105463661408"
"6676","084255010123","315.105463661408"
"6677","084255010123","315.105463661408"
"6678","084255010123","315.105463661408"
"6679","084255010123","315.105463661408"
"6680","084255010124","319.465414373279"
"6681","084255010125","269.545793032452"
"6682","084260134134","310.988000538501"
"6683","084265001005","325.096320770677"
"6684","084265001006","321.807397892351"
"6685","084265001013","314.387041478926"
"6686","084265001020","288.745993102087"
"6687","084265001036","348.306277998584"
"6688","084265001064","304.387753227325"
"6689","084265001078","262.928375988082"
"6690","084265001090","299.774819438079"
"6692","084265001118","304.847946184137"
"6693","084265002014","311.856766317489"
"6694","084265002062","302.373617725552"
"6695","084265003011","301.37935625697"
"6696","084265003021","313.730603216197"
"6697","084265003038","303.818775249139"
"6698","084265003058","317.866362526272"
"6699","084265003071","296.99482368232"
"6700","084265003074","303.33607547358"
"6701","084265003120","302.612179313596"
"6702","084265003128","307.671592554713"
"6703","084265004019","303.509239861689"
"6704","084265004031","294.050690066806"
"6705","084265004044","315.862571482022"
"6706","084265004065","306.882926615625"
"6707","084265004066","308.837009519203"
"6708","084265005001","305.458799440273"
"6709","084265005028","305.917292760658"
"6710","084265005070","313.011895846391"
"6711","084265005073","306.02329369292"
"6712","084265006043","310.739908723382"
"6713","084265006087","313.9258207803"
"6714","084265006113","292.421208584337"
"6715","084265006135","314.751355495221"
"6716","084265007008","298.288863575086"
"6717","084265007035","315.529379551276"
"6718","084265007045","309.356448911537"
"6719","084265007067","322.349861823419"
"6720","084265007097","311.174237630941"
"6721","084265007121","307.758233214265"
"6722","084265007124","309.392332159137"
"6723","084265008100","315.215790436017"
"6724","084265008117","313.444874435861"
"6725","084265009108","305.884713654579"
"6726","084265009125","322.149011725355"
"6727","084350035035","309.874020940346"
"6728","084355001013","311.409064337186"
"6729","084355001029","312.67815664334"
"6730","084355001030","310.973499040965"
"6731","084355002016","313.857063650858"
"6732","084355002024","307.228211888384"
"6733","084355003005","304.134041042016"
"6734","084355003034","311.47195844437"
"6735","084355003045","304.334834880847"
"6736","084355003067","309.968281798858"
"6737","084355004010","310.847946367168"
"6738","084355004018","309.928597226691"
"6739","084355004036","318.62001831963"
"6740","084355004054","316.818613139731"
"6741","084355004066","314.591552083865"
"6742","084355005015","323.094935106364"
"6743","084355005020","312.270270389528"
"6744","084355005052","311.943548997588"
"6745","084355006042","309.671751210313"
"6746","084355006057","312.196266297172"
"6747","084355007047","320.837955490489"
"6748","084355007053","318.750545167599"
"6749","084355007059","314.021303853244"
"6750","084360008008","315.447430796785"
"6751","084360010010","312.903403112389"
"6752","084360049049","317.28259009659"
"6753","084360052052","310.688493077523"
"6754","084360094094","319.022466384849"
"6755","084365001005","309.608140229543"
"6756","084365001019","303.900741870459"
"6757","084365001024","324.399335864317"
"6758","084365001027","315.48650298096"
"6759","084365001032","309.796786079538"
"6761","084365001047","287.417231920488"
"6762","084365001053","312.986395356702"
"6763","084365001067","307.337857148241"
"6764","084365001077","299.723624841957"
"6765","084365001093","319.916564926661"
"6766","084365002009","310.951963572293"
"6767","084365002014","308.157396396839"
"6768","084365003018","312.469921472134"
"6769","084365003039","307.127784857767"
"6770","084365003069","303.817906712016"
"6771","084365003079","298.365663785171"
"6772","084365004003","304.871623160032"
"6773","084365004004","317.827461598069"
"6774","084365004055","312.872904052396"
"6775","084365005011","316.437167705243"
"6776","084365005012","305.65531060351"
"6777","084365005013","307.553152451835"
"6778","084365005064","315.038264194584"
"6779","084365005064","315.038264194584"
"6780","084365005064","315.038264194584"
"6781","084365005064","315.038264194584"
"6782","084365005064","315.038264194584"
"6783","084365005064","315.038264194584"
"6784","084365005064","315.038264194584"
"6785","084365005064","315.038264194584"
"6786","084365005082","320.734558016201"
"6787","084365006078","319.000776618461"
"6788","084365006085","308.344864278921"
"6789","084365007001","315.898701849586"
"6790","084365007006","314.968731942688"
"6791","084365007081","313.968628694691"
"6792","084365008083","323.945093040401"
"6793","084365008095","325.340789237339"
"6794","084365009087","312.678902854027"
"6795","084365009096","316.540213449704"
"6796","084370086086","315.753890226282"
"6797","084375001031","316.07226099385"
"6798","084375001047","306.271849940425"
"6799","084375001082","307.229743461927"
"6800","084375001114","310.151063395442"
"6801","084375002053","307.616173326682"
"6802","084375002076","311.375482940646"
"6803","084375002101","313.401591347306"
"6804","084375003072","300.15917737682"
"6805","084375003078","317.093940778215"
"6806","084375003123","317.486121879347"
"6807","084375004056","313.860428027477"
"6808","084375004088","318.950601151728"
"6809","084375004118","307.715173120293"
"6810","084375004124","315.637621448411"
"6811","084375005044","310.054057860526"
"6812","084375005100","310.994021229849"
"6813","084375006005","313.984209100569"
"6814","084375006008","307.071582706747"
"6815","084375006059","305.089259445372"
"6816","084375006065","311.346645378631"
"6817","084375006104","320.138554952648"
"6818","084375006105","312.419625427958"
"6819","084375007102","301.745759969265"
"6820","084375007107","312.009675954511"
"6821","091610000000","316.45374326786"
"6822","091620000000","321.750970501304"
"6823","091630000000","317.782468596582"
"6824","091710111111","318.872527619832"
"6825","091710112112","315.429349766802"
"6826","091710113113","317.718921175582"
"6827","091710117117","316.283020271017"
"6828","091710118118","309.766112443543"
"6829","091710125125","310.073027759261"
"6830","091710127127","339.419439547046"
"6831","091710131131","304.766667429386"
"6832","091710132132","312.235743996851"
"6833","091710133133","313.306091314592"
"6834","091710137137","312.294309198398"
"6835","091715101114","308.847024629491"
"6836","091715101124","316.884318213775"
"6837","091715102116","311.28197285353"
"6838","091715102119","347.516603943964"
"6839","091715102122","311.032481759739"
"6840","091715102134","323.282103850241"
"6841","091715103123","317.518037931424"
"6842","091715103130","306.393068134833"
"6843","091715104115","345.712554213391"
"6844","091715104126","293.963362678107"
"6845","091715104129","327.54876913275"
"6846","091715106121","308.802046575161"
"6847","091715106135","318.283573816894"
"6848","091720111111","322.851635301724"
"6849","091720112112","315.317069791928"
"6850","091720114114","319.371530928824"
"6851","091720115115","315.283179831937"
"6852","091720116116","318.420638736028"
"6853","091720117117","319.274669580339"
"6854","091720118118","318.58631717943"
"6855","091720122122","322.749923069038"
"6856","091720124124","325.92761843948"
"6857","091720128128","318.040696566253"
"6858","091720129129","319.834089354297"
"6859","091720130130","308.280656686058"
"6860","091720131131","311.496560054224"
"6861","091720132132","310.846445317519"
"6862","091720134134","319.691953126904"
"6863","091730111111","317.47927965325"
"6864","091730112112","312.973111917999"
"6865","091730118118","323.251744168635"
"6866","091730120120","316.135134889224"
"6867","091730123123","322.020987874538"
"6868","091730124124","318.799665268322"
"6869","091730126126","309.203470096408"
"6870","091730130130","303.530937720477"
"6871","091730131131","342.848668224836"
"6872","091730134134","309.444115512896"
"6873","091730135135","314.741202774112"
"6874","091730137137","317.412359879738"
"6875","091730145145","330.979732663408"
"6876","091730147147","312.239887505132"
"6877","091735107113","315.442976506958"
"6878","091735107115","305.198908226532"
"6879","091735108133","301.970393553756"
"6880","091735108142","306.339677867698"
"6881","091735109127","307.15865485317"
"6882","091735109140","311.239755154251"
"6883","091735109141","314.489378649495"
"6884","091740111111","306.556334063484"
"6885","091740111111","306.556334063484"
"6886","091740111111","306.556334063484"
"6887","091740111111","306.556334063484"
"6888","091740111111","306.556334063484"
"6889","091740111111","306.556334063484"
"6890","091740111111","306.556334063484"
"6891","091740111111","306.556334063484"
"6892","091740113113","303.620968898595"
"6893","091740115115","317.283816593184"
"6894","091740118118","306.619734658126"
"6895","091740121121","308.048525287908"
"6896","091740122122","306.524037381622"
"6897","091740126126","311.923286380257"
"6898","091740131131","314.513246066259"
"6899","091740136136","314.877725524481"
"6900","091740141141","308.249095583603"
"6901","091740143143","305.118193676225"
"6902","091740147147","315.48539500625"
"6903","091740150150","317.84468650499"
"6904","091740151151","315.278138461122"
"6905","091745110135","312.443945356398"
"6906","091745110137","304.023378960353"
"6907","091745110146","318.821332767653"
"6908","091750111111","306.049586230533"
"6909","091750115115","311.273141348949"
"6910","091750118118","315.61833612146"
"6911","091750122122","310.27257773168"
"6912","091750123123","311.431711736834"
"6913","091750124124","315.897182569096"
"6914","091750127127","312.907842588577"
"6915","091750132132","307.822876582315"
"6916","091750133133","314.519797201658"
"6917","091750135135","311.216946514267"
"6918","091750137137","305.706490856279"
"6919","091750139139","306.106405255556"
"6920","091755112112","320.179604710617"
"6921","091755112119","337.626836799005"
"6922","091755112136","333.717252138912"
"6923","091755114113","334.978394171693"
"6924","091755114114","340.991351975698"
"6925","091755114116","308.700548749458"
"6926","091755114121","317.286789002147"
"6927","091755114128","312.810916082123"
"6928","091755114131","310.338699174818"
"6929","091760112112","310.093241459796"
"6930","091760114114","311.261292475641"
"6931","091760118118","305.0914225313"
"6932","091760120120","311.399451031508"
"6933","091760121121","303.313135271935"
"6934","091760123123","323.300871531137"
"6935","091760126126","304.311402795797"
"6936","091760129129","308.653467382473"
"6937","091760131131","317.720805828105"
"6938","091760132132","302.464816247685"
"6939","091760137137","312.916577752818"
"6940","091760138138","311.969489281099"
"6941","091760139139","310.928165175256"
"6942","091760143143","310.440597604667"
"6943","091760148148","343.682768487373"
"6944","091760161161","310.834469829631"
"6945","091760164164","325.394082309919"
"6946","091760166166","301.764626754265"
"6947","091760167167","309.242150396247"
"6948","091765115155","314.870412645499"
"6949","091765115160","320.5919055819"
"6950","091765115165","310.439779112934"
"6951","091765116116","303.814394509315"
"6952","091765116124","303.263553770896"
"6953","091765118111","311.42508251445"
"6954","091765118122","322.08080891472"
"6955","091765118149","312.255797455259"
"6956","091765119147","318.276309529171"
"6957","091765119150","293.545251909506"
"6958","091765119153","312.047009854557"
"6959","091770113113","319.899187348174"
"6960","091770115115","310.985811432703"
"6961","091770117117","313.452748715256"
"6962","091770118118","307.496878026672"
"6963","091770119119","314.360237761288"
"6964","091770120120","319.263118875128"
"6965","091770123123","317.144663199305"
"6966","091770127127","304.707981456506"
"6967","091770130130","310.161970493813"
"6968","091770137137","313.488722634396"
"6969","091770139139","312.329626328794"
"6970","091775120114","329.215937432904"
"6971","091775120135","314.218129512423"
"6972","091775121142","309.558057201095"
"6973","091775121144","311.588890753596"
"6974","091775123116","317.975185551891"
"6975","091775123133","306.212493377741"
"6976","091775124131","304.348049687102"
"6977","091775124134","313.20815935636"
"6978","091775125121","309.913599127034"
"6979","091775125122","311.796357061313"
"6980","091775125124","298.470176736279"
"6981","091775125138","319.104284847266"
"6982","091775126112","321.289356851526"
"6983","091775126126","318.224149488686"
"6984","091775126143","314.599468417231"
"6985","091780116116","310.61905781919"
"6986","091780120120","316.320473719849"
"6987","091780122122","314.460133889372"
"6988","091780123123","309.840440815464"
"6989","091780124124","319.006506396617"
"6990","091780130130","314.761353039769"
"6991","091780130130","314.761353039769"
"6992","091780130130","314.761353039769"
"6993","091780130130","314.761353039769"
"6994","091780130130","314.761353039769"
"6995","091780130130","314.761353039769"
"6996","091780130130","314.761353039769"
"6997","091780130130","314.761353039769"
"6998","091780133133","316.552489989428"
